Timestamp,"Êtes-vous ?
أنت؟","Votre âge ?
كم عمرك؟","Ville de résidence ?
مدينة الإقامة ؟","Region de résidence ?
جهة الإقامة ؟","Quelle est votre classe socioprofessionnelle ?
ما هو فصلك الاجتماعي والمهني ؟","Situation financière ?
الحالة الاقتصادية؟","À quelle fréquence faites-vous des achats en ligne ?
كم مرة تتسوق عبر الإنترنت ؟","Quels types de produits achetez-vous généralement en ligne ?
ما هي أنواع المنتجات التي تشتريها عادةً عبر الإنترنت ؟","Comment payez-vous généralement vos achats en ligne ?
كيف تدفع عادةً مقابل المشتريات عبر الإنترنت ؟","Avez-vous déjà eu une expérience négative lors d'un achat en ligne ?
هل مررت بتجربة سلبية عند التسوق عبر الإنترنت ؟","Si oui, veuillez expliquer 
إذا كان الجواب نعم، يرجى توضيح ذلك","Comment découvrez-vous habituellement les nouveaux sites d'achat en ligne ou les nouveaux produits ?
كيف تكتشف عادةً مواقع أو منتجات التسوق الجديدة عبر الإنترنت ؟","Comparez-vous les prix sur différents sites web avant de faire un achat ?
هل تقارن الأسعار على مواقع الويب المختلفة قبل الشراء ؟","Quelle importance accordez-vous à des facteurs tels que la livraison gratuite, les retours faciles et un bon service clientèle lorsque vous faites des achats en ligne ?
ما مدى أهمية عوامل مثل التوصيل المجاني والعائدات السهلة وخدمة العملاء الجيدة لك عند التسوق عبر الإنترنت ؟","Que pensez-vous de la sécurité des achats en ligne ?
ما هو شعورك حيال أمن التسوق عبر الإنترنت ؟","Prenez-vous des précautions pour protéger vos informations personnelles ?
هل تتخذ أي احتياطات لحماية معلوماتك الشخصية ؟","Si oui, quelles sont les précautions que vous prenez pour protéger vos informations personnelles ?
إذا كان الجواب نعم، ما هي الاحتياطات التي تتخذها لحماية معلوماتك الشخصية ؟","Recommanderiez-vous les achats en ligne à un ami ou à un membre de votre famille ?
هل توصي بالتسوق عبر الإنترنت لصديق أو أحد أفراد العائلة ؟","Comment les achats en ligne se comparent-ils aux achats dans les magasins traditionnels en termes d'expérience d'achat globale pour vous ?
بالنسبة لك كيف يقارن التسوق عبر الإنترنت بالتسوق في المتاجر التقليدية من حيث تجربة التسوق الشاملة  ؟","Pensez-vous que les achats en ligne ont changé la façon dont vous faites vos achats dans les magasins traditionnels ?
هل تعتقد أن التسوق عبر الإنترنت قد غير طريقة تسوقك في المتاجر التقليدية ؟","Êtes-vous satisfait des services d'achat en ligne fournis par les vendeurs marocains par rapport aux vendeurs internationaux ?
هل أنت راضٍ عن خدمات التسوق عبر الإنترنت التي يقدمها البائعون المغاربة مقارنة بالبائعين الدوليين ؟","Comment la pandémie de COVID-19 a-t-elle affecté vos habitudes d'achat en ligne ?
كيف أثرت جائحة كورونا على عاداتك في التسوق عبر الإنترنت ؟","Êtes-vous au courant des nouvelles règles douanières pour les achats en ligne au Maroc ? (DDP)
هل أنت على علم بالقواعد الجمركية الجديدة للتسوق عبر الإنترنت في المغرب ؟"
2023/02/21 3:18:02 pm GMT,Femme,33,fes,Fès-Meknès,Demandeur d'emplois,Faible,Occasionnellement,Vêtements et accessoires,Virement bancaire (application bancaire),Non,,Publicité en ligne,Toujours,Assez important,Je me sens plutôt en sécurité,Oui,,Neutre,Les achats en ligne sont légèrement meilleurs,Non,Oui,Diminué,Oui
2023/02/21 3:19:29 pm GMT,Homme,18,fes,Fès-Meknès,Etudiant(e),Bonne,Rarement,Vêtements et accessoires;Articles de maison et meubles,Virement bancaire (application bancaire),Non,,Publicité en ligne,Parfois,Pas très important,Je me sens plutôt en sécurité,Non,,Très probable,Les achats en ligne sont bien meilleurs,Non,Non,Diminué,Oui
2023/02/21 3:21:03 pm GMT,Homme,27,fes,Fès-Meknès,Employé(e),Moyenne,Très souvent,Vêtements et accessoires;Électronique;Articles de maison et meubles,Virement bancaire (application bancaire),Non,,Moteurs de recherche,Jamais,Pas très important,Je ne me sens pas en sécurité,Non,,Très peu probable,Les achats dans les magasins traditionnels sont légèrement meilleurs,Non,Non,Pas de changement,Non
2023/02/21 3:22:46 pm GMT,Homme,44,fes,Fès-Meknès,Cadre,Très bonne,Occasionnellement,Vêtements et accessoires;Articles de maison et meubles;Livres et médias,Virement bancaire (application bancaire),Non,,Publicité en ligne,Toujours,Pas très important,Je me sens plutôt en sécurité,Oui,,Plus ou moins probable,Les achats en ligne sont légèrement meilleurs,Oui,Non,Diminué,Non
2023/02/21 3:24:13 pm GMT,Homme,34,Khénifra,Béni Mellal-Khénifra,Employé(e),Moyenne,Occasionnellement,Vêtements et accessoires;Électronique,Virement bancaire (application bancaire),Oui,,Les réseaux sociaux,Toujours,Très important,Je me sens très en sécurité,Oui,,Très probable,Les achats en ligne sont légèrement meilleurs,Oui,Oui,Augmenté,Oui
2023/02/21 3:24:42 pm GMT,Homme,29,fes,Fès-Meknès,Employé(e),Bonne,Fréquemment,Vêtements et accessoires;Électronique;Livres et médias,Cash on Delivery (COD),Non,,Les réseaux sociaux,Toujours,Pas du tout important,Je me sens très en sécurité,Non,,Neutre,Les achats en ligne sont bien meilleurs,Oui,Non,Diminué,Oui
2023/02/21 3:26:25 pm GMT,Femme,26,fes,Fès-Meknès,Employé(e),Moyenne,Très souvent,Électronique,Virement bancaire (application bancaire),Non,,Moteurs de recherche,Toujours,Assez important,Je ne me sens pas en sécurité,Oui,,Assez peu probable,Les achats en ligne sont bien meilleurs,Oui,Non,Diminué,Oui
2023/02/21 3:26:45 pm GMT,Homme,30,Azrou,Fès-Meknès,Cadre,Très bonne,Fréquemment,Vêtements et accessoires;Électronique;Articles de maison et meubles,Carte bancaire,Non,,Publicité en ligne,Toujours,Très important,Je me sens très en sécurité,Non,,Très probable,Les achats en ligne sont bien meilleurs,Oui,Oui,Pas de changement,Oui
2023/02/21 3:27:05 pm GMT,Femme,37,Ifran,Fès-Meknès,Cadre,Très bonne,Très souvent,Vêtements et accessoires;Électronique;Livres et médias;Produits de beauté et de soins personnels;Produits alimentaires et d'épicerie,Carte bancaire,Oui,,Les réseaux sociaux,Toujours,Très important,Je me sens très en sécurité,Oui,,Très probable,Les achats en ligne sont bien meilleurs,Oui,Oui,Augmenté,Oui
2023/02/21 3:28:20 pm GMT,Homme,35,fes,Fès-Meknès,Cadre,Très bonne,Fréquemment,Électronique;Articles de maison et meubles,Virement bancaire (application bancaire),Non,,Le bouche à oreille,Jamais,Pas du tout important,Je me sens très en sécurité,Non,,Plus ou moins probable,Les achats en ligne sont légèrement meilleurs,Oui,Non,Diminué,Non
2023/02/21 3:28:54 pm GMT,Homme,30,El Hajeb,Fès-Meknès,Employé(e),Bonne,Fréquemment,Vêtements et accessoires;Électronique;Livres et médias,Carte bancaire,Oui,,Les réseaux sociaux,Toujours,Très important,Je me sens très en sécurité,Oui,,Très probable,Les achats en ligne sont légèrement meilleurs,Oui,Oui,Augmenté,Oui
2023/02/21 3:29:59 pm GMT,Femme,28,casablanca,Casablanca-Settat,Employé(e),Bonne,Fréquemment,Vêtements et accessoires;Électronique;Articles de maison et meubles;Livres et médias,Virement bancaire (application bancaire),Non,,Moteurs de recherche,Toujours,Pas très important,Je me sens très en sécurité,Oui,,Très probable,Les deux sont à peu près équivalents,Oui,Oui,Diminué,Oui
2023/02/21 3:30:19 pm GMT,Femme,30,Meknes,Fès-Meknès,Cadre,Très bonne,Très souvent,Vêtements et accessoires;Produits de beauté et de soins personnels,Carte bancaire,Oui,,Moteurs de recherche,Toujours,Très important,Je me sens très en sécurité,Oui,,Très probable,Les achats en ligne sont bien meilleurs,Oui,Non,Augmenté,Oui
2023/02/21 3:30:31 pm GMT,Femme,28,Fès,Fès-Meknès,Employé(e),Bonne,Occasionnellement,Vêtements et accessoires;Produits alimentaires et d'épicerie,Virement bancaire (application bancaire),Oui,mauvaise qualité,Les réseaux sociaux,Parfois,Assez important,Je me sens plutôt en sécurité,Non,,Plus ou moins probable,Les achats en ligne sont légèrement meilleurs,Oui,Oui,Pas de changement,Non
2023/02/21 3:31:44 pm GMT,Homme,26,Fès,Fès-Meknès,Employé(e),Bonne,Très souvent,Vêtements et accessoires;Électronique,Carte bancaire,Oui,,Les réseaux sociaux,Toujours,Très important,Je me sens très en sécurité,Oui,,Plus ou moins probable,Les achats en ligne sont légèrement meilleurs,Oui,Oui,Augmenté,Non
2023/02/21 3:32:07 pm GMT,Homme,27,ouarzazate,Drâa-Tafilalet,Employé(e),Moyenne,Occasionnellement,Électronique;Livres et médias;Produits alimentaires et d'épicerie,Virement bancaire (application bancaire),Non,,Les réseaux sociaux,Jamais,Pas du tout important,Je me sens très en sécurité,Non,,Assez peu probable,Les deux sont à peu près équivalents,Oui,Non,Diminué,Oui
2023/02/21 3:33:56 pm GMT,Femme,25,Oujda,Oriental,Employé(e),Moyenne,Très souvent,Vêtements et accessoires;Électronique;Articles de maison et meubles,Virement bancaire (application bancaire),Non,,Les réseaux sociaux,Parfois,Très important,Je me sens très en sécurité,Oui,,Plus ou moins probable,Les achats en ligne sont bien meilleurs,Oui,Non,Diminué,Non
2023/02/21 3:33:59 pm GMT,Homme,35,Fès,Fès-Meknès,Cadre,Très bonne,Occasionnellement,Vêtements et accessoires;Électronique,Virement bancaire (application bancaire),Non,,Publicité en ligne,Parfois,Très important,Je me sens plutôt en sécurité,Non,,Plus ou moins probable,Les deux sont à peu près équivalents,Oui,Non,Pas de changement,Oui
2023/02/21 3:34:27 pm GMT,Homme,27,Tanger,Tanger-Tetouan-Al Hoceima,Employé(e),Bonne,Fréquemment,Vêtements et accessoires;Électronique,Carte bancaire,Oui,,Les réseaux sociaux,Toujours,Très important,Je me sens plutôt en sécurité,Oui,,Plus ou moins probable,Les achats en ligne sont légèrement meilleurs,Oui,Oui,Augmenté,Oui
2023/02/21 3:35:56 pm GMT,Femme,26,Oujda,Oriental,Demandeur d'emplois,Faible,Rarement,Vêtements et accessoires;Livres et médias,Virement bancaire (application bancaire),Oui,,Publicité en ligne,Parfois,Assez important,Je me sens très en sécurité,Non,,Plus ou moins probable,Les deux sont à peu près équivalents,Oui,Non,Diminué,Oui
2023/02/21 3:36:02 pm GMT,Femme,39,Tetouan,Tanger-Tetouan-Al Hoceima,Cadre,Bonne,Fréquemment,Vêtements et accessoires;Électronique;Livres et médias;Produits de beauté et de soins personnels,Carte bancaire,Oui,,Les réseaux sociaux,Toujours,Très important,Je me sens très en sécurité,Oui,,Très probable,Les achats en ligne sont légèrement meilleurs,Oui,Oui,Augmenté,Oui
2023/02/21 3:37:01 pm GMT,Homme,33,Ifrane,Fès-Meknès,Cadre,Très bonne,Fréquemment,Vêtements et accessoires;Électronique;Articles de maison et meubles;Livres et médias,Virement bancaire (application bancaire),Oui,retard de livraison,Moteurs de recherche,Toujours,Assez important,Je me sens plutôt en sécurité,Oui,Sites web de confiance,Très probable,Les achats en ligne sont légèrement meilleurs,Oui,Oui,Pas de changement,Oui
2023/02/21 3:37:31 pm GMT,Femme,29,Oujda,Oriental,Employé(e),Moyenne,Fréquemment,Articles de maison et meubles,Virement bancaire (application bancaire),Non,,Publicité en ligne,Toujours,Pas du tout important,Je me sens très en sécurité,Oui,,Plus ou moins probable,Les achats en ligne sont bien meilleurs,Oui,Non,Diminué,Non
2023/02/21 3:38:53 pm GMT,Femme,36,Al Hoceima ,Tanger-Tetouan-Al Hoceima,Cadre,Très bonne,Très souvent,Vêtements et accessoires;Électronique;Articles de maison et meubles,Carte bancaire,Oui,,Les réseaux sociaux,Toujours,Très important,Je me sens très en sécurité,Oui,,Très probable,Les achats en ligne sont légèrement meilleurs,Oui,Oui,Augmenté,Non
2023/02/21 3:39:26 pm GMT,Homme,22,marrakech,Marrakesh-Safi,Demandeur d'emplois,Faible,Rarement,Vêtements et accessoires,Virement bancaire (application bancaire),Non,,Les réseaux sociaux,Rarement,Très important,Je me sens très en sécurité,Non,,Plus ou moins probable,Les achats en ligne sont bien meilleurs,Oui,Non,Diminué,Non
2023/02/21 3:39:27 pm GMT,Homme,45,Sefrou,Fès-Meknès,Employé(e),Bonne,Rarement,Électronique,Virement bancaire (application bancaire),Non,,Publicité en ligne,Parfois,Assez important,Je me sens plutôt en sécurité,Non,,Neutre,Les deux sont à peu près équivalents,Non,Oui,Pas de changement,Non
2023/02/21 3:40:47 pm GMT,Homme,24,Elhajeb,Fès-Meknès,Employé(e),Bonne,Rarement,Vêtements et accessoires;Électronique,Virement bancaire (application bancaire),Non,,Publicité en ligne,Parfois,Assez important,Je me sens plutôt en sécurité,Non,,Neutre,Les deux sont à peu près équivalents,Oui,Non,Diminué,Non
2023/02/21 3:41:19 pm GMT,Femme,24,marrakech,Marrakesh-Safi,Demandeur d'emplois,Faible,Rarement,Électronique;Produits de beauté et de soins personnels,Virement bancaire (application bancaire),Non,,Publicité en ligne,Parfois,Très important,Je me sens très en sécurité,Non,,Très peu probable,Les achats dans les magasins traditionnels sont légèrement meilleurs,Oui,Non,Diminué,Oui
2023/02/21 3:44:58 pm GMT,Homme,37,Azrou,Fès-Meknès,Cadre,Bonne,Fréquemment,Vêtements et accessoires;Électronique,Carte bancaire,Oui,,Les réseaux sociaux,Toujours,Très important,Je me sens très en sécurité,Oui,,Très probable,Les achats en ligne sont bien meilleurs,Oui,Oui,Augmenté,Oui
2023/02/21 3:46:00 pm GMT,Homme,31,Ifrane,Fès-Meknès,Employé(e),Bonne,Occasionnellement,Vêtements et accessoires;Électronique,Virement bancaire (application bancaire),Non,,Publicité en ligne,Rarement,Assez important,Je me sens plutôt en sécurité,Non,,Neutre,Les deux sont à peu près équivalents,Non,Oui,Pas de changement,Non
2023/02/21 3:47:09 pm GMT,Femme,33,Meknès,Fès-Meknès,Employé(e),Bonne,Fréquemment,Vêtements et accessoires;Électronique;Produits de beauté et de soins personnels,Carte bancaire,Oui,,Les réseaux sociaux,Toujours,Très important,Je me sens très en sécurité,Oui,,Très probable,Les achats en ligne sont bien meilleurs,Oui,Oui,Augmenté,Non
2023/02/21 3:47:12 pm GMT,Homme,33,el jadida,Casablanca-Settat,Cadre,Très bonne,Occasionnellement,Vêtements et accessoires;Électronique;Articles de maison et meubles;Livres et médias,Virement bancaire (application bancaire),Non,,Les réseaux sociaux,Parfois,Très important,Je me sens très en sécurité,Oui,,Assez peu probable,Les achats en ligne sont bien meilleurs,Oui,Non,Diminué,Oui
2023/02/21 3:47:49 pm GMT,Femme,26,Fès,Fès-Meknès,Employé(e),Bonne,Rarement,Produits de beauté et de soins personnels,Carte bancaire,Non,,Les réseaux sociaux,Rarement,Pas très important,Je ne me sens pas en sécurité,Non,,Neutre,Les deux sont à peu près équivalents,Non,Oui,Diminué,Non
2023/02/21 3:49:22 pm GMT,Femme,27,el jadida,Casablanca-Settat,Employé(e),Bonne,Occasionnellement,Vêtements et accessoires;Électronique;Produits de beauté et de soins personnels,Virement bancaire (application bancaire),Non,,Publicité en ligne,Parfois,Assez important,Je me sens très en sécurité,Non,,Plus ou moins probable,Les achats dans les magasins traditionnels sont légèrement meilleurs,Non,Non,Diminué,Non
2023/02/21 3:49:48 pm GMT,Femme,32,Fes,Fès-Meknès,Employé(e),Bonne,Fréquemment,Vêtements et accessoires;Électronique;Produits de beauté et de soins personnels,Carte bancaire,Oui,,Les réseaux sociaux,Parfois,Assez important,Je me sens très en sécurité,Oui,,Plus ou moins probable,Les achats en ligne sont légèrement meilleurs,Oui,Oui,Augmenté,Oui
2023/02/21 3:50:04 pm GMT,Femme,27,Meknès,Fès-Meknès,Employé(e),Bonne,Rarement,Produits de beauté et de soins personnels,Carte bancaire,Oui,Mauvaise qualité,Les réseaux sociaux,Rarement,Assez important,Je me sens plutôt en sécurité,Non,,Plus ou moins probable,Les deux sont à peu près équivalents,Non,Oui,Diminué,Oui
2023/02/21 3:51:37 pm GMT,Homme,38,Tanger,Tanger-Tetouan-Al Hoceima,Cadre,Très bonne,Très souvent,Vêtements et accessoires;Électronique;Articles de maison et meubles;Livres et médias,Carte bancaire,Oui,,Moteurs de recherche,Parfois,Assez important,Je me sens très en sécurité,Oui,,Très probable,Les achats en ligne sont bien meilleurs,Oui,Non,Augmenté,Oui
2023/02/21 3:51:55 pm GMT,Femme,26,rabat,Rabat-Salé-Kénitra,Employé(e),Moyenne,Fréquemment,Vêtements et accessoires;Électronique;Produits de beauté et de soins personnels,Virement bancaire (application bancaire),Non,,Les réseaux sociaux,Jamais,Très important,Je ne me sens pas en sécurité,Non,,Neutre,Les deux sont à peu près équivalents,Non,Non,Diminué,Non
2023/02/21 3:52:39 pm GMT,Homme,41,Meknès,Fès-Meknès,Cadre,Bonne,Occasionnellement,Électronique,Virement bancaire (application bancaire),Oui,Mauvaise qualité,Publicité en ligne,Parfois,Assez important,Je me sens plutôt en sécurité,Non,,Plus ou moins probable,Les achats en ligne sont légèrement meilleurs,Oui,Oui,Pas de changement,Oui
2023/02/21 3:53:18 pm GMT,Femme,29,Meknès,Fès-Meknès,Employé(e),Bonne,Très souvent,Vêtements et accessoires;Électronique;Articles de maison et meubles,Carte bancaire,Oui,,Les réseaux sociaux,Toujours,Très important,Je me sens très en sécurité,Oui,,Très probable,Les achats en ligne sont légèrement meilleurs,Oui,Oui,Augmenté,Non
2023/02/21 3:53:57 pm GMT,Femme,28,Rabat,Rabat-Salé-Kénitra,Employé(e),Moyenne,Occasionnellement,Vêtements et accessoires;Électronique;Produits de beauté et de soins personnels;Produits alimentaires et d'épicerie,Virement bancaire (application bancaire),Non,,Publicité en ligne,Jamais,Très important,Je me sens plutôt en sécurité,Non,,Assez peu probable,Les achats en ligne sont légèrement meilleurs,Non,Non,Pas de changement,Oui
2023/02/21 3:54:22 pm GMT,Homme,28,Meknès,Fès-Meknès,Cadre,Très bonne,Fréquemment,Vêtements et accessoires;Électronique;Livres et médias,Virement bancaire (application bancaire),Non,,Moteurs de recherche,Toujours,Assez important,Je me sens très en sécurité,Non,,Très probable,Les achats en ligne sont bien meilleurs,Oui,Oui,Pas de changement,Oui
2023/02/21 3:54:37 pm GMT,Homme,33,Fès,Fès-Meknès,Cadre,Bonne,Fréquemment,Vêtements et accessoires;Électronique;Livres et médias,Carte bancaire,Oui,,Les réseaux sociaux,Parfois,Très important,Je me sens plutôt en sécurité,Oui,,Très probable,Les achats en ligne sont légèrement meilleurs,Oui,Oui,Augmenté,Oui
2023/02/21 3:57:09 pm GMT,Homme,43,Fès,Fès-Meknès,Cadre,Bonne,Occasionnellement,Vêtements et accessoires;Électronique;Livres et médias,Carte bancaire,Oui,,Les réseaux sociaux,Toujours,Très important,Je me sens très en sécurité,Oui,,Très probable,Les achats en ligne sont légèrement meilleurs,Oui,Oui,Augmenté,Oui
2023/02/21 3:57:16 pm GMT,Homme,31,Meknès,Fès-Meknès,Employé(e),Bonne,Rarement,Électronique,Cash on Delivery (COD),Non,,Le bouche à oreille,Parfois,Pas très important,Je me sens plutôt en sécurité,Non,,Plus ou moins probable,Les achats en ligne sont légèrement meilleurs,Oui,Oui,Pas de changement,Non
2023/02/21 3:57:27 pm GMT,Homme,27,taza,Fès-Meknès,Employé(e),Moyenne,Occasionnellement,Vêtements et accessoires;Électronique;Livres et médias,Virement bancaire (application bancaire),Non,,Les réseaux sociaux,Parfois,Très important,Je me sens très en sécurité,Non,,Assez peu probable,Les achats en ligne sont bien meilleurs,Non,Non,Diminué,Oui
2023/02/21 3:58:44 pm GMT,Homme,25,Azrou,Fès-Meknès,Employé(e),Bonne,Rarement,Vêtements et accessoires;Électronique;Articles de maison et meubles,Cash on Delivery (COD),Non,,Les réseaux sociaux,Parfois,Pas très important,Je me sens plutôt en sécurité,Non,,Très probable,Les achats en ligne sont légèrement meilleurs,Oui,Oui,Pas de changement,Non
2023/02/21 3:59:15 pm GMT,Femme,35,Meknès,Fès-Meknès,Employé(e),Bonne,Très souvent,Vêtements et accessoires;Électronique;Produits de beauté et de soins personnels,Carte bancaire,Oui,,Les réseaux sociaux,Parfois,Très important,Je me sens plutôt en sécurité,Oui,,Plus ou moins probable,Les achats en ligne sont bien meilleurs,Oui,Oui,Augmenté,Oui
2023/02/21 4:00:06 pm GMT,Homme,35,midelt,Drâa-Tafilalet,Employé(e),Moyenne,Fréquemment,Vêtements et accessoires;Articles de maison et meubles,Virement bancaire (application bancaire),Non,,Les réseaux sociaux,Parfois,Assez important,Je ne me sens pas en sécurité,Non,,Neutre,Les deux sont à peu près équivalents,Non,Non,Diminué,Non
2023/02/21 4:00:34 pm GMT,Homme,33,Meknès,Fès-Meknès,Employé(e),Bonne,Fréquemment,Vêtements et accessoires;Électronique,Carte bancaire,Oui,,Les réseaux sociaux,Toujours,Très important,Je me sens très en sécurité,Oui,,Très probable,Les achats en ligne sont légèrement meilleurs,Oui,Non,Augmenté,Oui
2023/02/21 4:00:51 pm GMT,Homme,30,Ifrane,Fès-Meknès,Employé(e),Bonne,Rarement,Électronique;Articles de maison et meubles,Cash on Delivery (COD),Non,,Les réseaux sociaux,Rarement,Pas très important,Je ne me sens pas en sécurité,Non,,Neutre,Les deux sont à peu près équivalents,Non,Oui,Pas de changement,Non
2023/02/21 4:02:32 pm GMT,Homme,34,Fès,Fès-Meknès,Employé(e),Bonne,Occasionnellement,Vêtements et accessoires;Électronique,Carte bancaire,Oui,,Les réseaux sociaux,Toujours,Très important,Je me sens plutôt en sécurité,Oui,,Très probable,Les achats en ligne sont bien meilleurs,Oui,Oui,Augmenté,Oui
2023/02/21 4:03:29 pm GMT,Femme,29,Taounate,Fès-Meknès,Employé(e),Bonne,Très souvent,Vêtements et accessoires;Produits de beauté et de soins personnels,Virement bancaire (application bancaire),Non,,Les réseaux sociaux,Rarement,Très important,Je me sens plutôt en sécurité,Non,,Très probable,Les achats en ligne sont bien meilleurs,Non,Non,Diminué,Non
2023/02/21 4:03:34 pm GMT,Homme,29,Elhajeb,Fès-Meknès,Cadre,Très bonne,Fréquemment,Vêtements et accessoires;Électronique;Articles de maison et meubles;Livres et médias,Virement bancaire (application bancaire),Non,,Les réseaux sociaux,Parfois,Pas très important,Je me sens plutôt en sécurité,Non,,Plus ou moins probable,Les deux sont à peu près équivalents,Oui,Non,Pas de changement,Oui
2023/02/21 4:06:18 pm GMT,Homme,24,El hajeb,Fès-Meknès,Employé(e),Bonne,Occasionnellement,Vêtements et accessoires;Électronique;Articles de maison et meubles,Virement bancaire (application bancaire),Non,,Les réseaux sociaux,Parfois,Très important,Je me sens très en sécurité,Non,,Plus ou moins probable,Les achats en ligne sont bien meilleurs,Non,Non,Diminué,Oui
2023/02/21 4:08:44 pm GMT,Homme,25,Sefrou,Fès-Meknès,Employé(e),Moyenne,Très souvent,Vêtements et accessoires;Articles de maison et meubles;Produits alimentaires et d'épicerie,Virement bancaire (application bancaire),Non,,Les réseaux sociaux,Toujours,Très important,Je ne me sens pas en sécurité,Non,,Très peu probable,Les achats en ligne sont bien meilleurs,Oui,Oui,Pas de changement,Oui
2023/02/21 4:10:48 pm GMT,Homme,26,Sefrou,Fès-Meknès,Employé(e),Bonne,Très souvent,Vêtements et accessoires;Électronique;Produits alimentaires et d'épicerie,Virement bancaire (application bancaire),Non,,Moteurs de recherche,Rarement,Très important,Je me sens plutôt en sécurité,Oui,,Neutre,Les achats en ligne sont bien meilleurs,Non,Oui,Pas de changement,Oui
2023/02/21 4:12:43 pm GMT,Homme,27,Boulemane,Fès-Meknès,Employé(e),Moyenne,Très souvent,Vêtements et accessoires;Électronique;Produits alimentaires et d'épicerie,PayPal,Non,,Les réseaux sociaux,Toujours,Très important,Je ne me sens pas en sécurité,Oui,,Assez peu probable,Les achats en ligne sont bien meilleurs,Oui,Non,Pas de changement,Oui
2023/02/21 4:14:59 pm GMT,Homme,28,al hoceima,Tanger-Tetouan-Al Hoceima,Employé(e),Bonne,Fréquemment,Vêtements et accessoires;Électronique;Articles de maison et meubles;Produits alimentaires et d'épicerie,Virement bancaire (application bancaire),Non,,Les réseaux sociaux,Parfois,Très important,Je me sens très en sécurité,Oui,,Plus ou moins probable,Les achats en ligne sont bien meilleurs,Oui,Non,Pas de changement,Oui
2023/02/21 4:17:13 pm GMT,Femme,24,Tanger,Tanger-Tetouan-Al Hoceima,Employé(e),Moyenne,Occasionnellement,Vêtements et accessoires;Électronique;Produits de beauté et de soins personnels,PayPal,Non,,Les réseaux sociaux,Rarement,Très important,Je me sens plutôt en sécurité,Non,,Assez peu probable,Les achats en ligne sont bien meilleurs,Oui,Oui,Pas de changement,Oui
2023/02/21 4:19:51 pm GMT,Homme,32,Tanger,Tanger-Tetouan-Al Hoceima,Cadre,Très bonne,Rarement,Vêtements et accessoires;Électronique;Produits de beauté et de soins personnels,Carte bancaire,Non,,Publicité en ligne,Jamais,Très important,Je me sens très en sécurité,Oui,,Plus ou moins probable,Les achats en ligne sont légèrement meilleurs,Oui,Non,Pas de changement,Non
2023/02/21 4:21:39 pm GMT,Homme,24,al hoceima,Tanger-Tetouan-Al Hoceima,Employé(e),Bonne,Occasionnellement,Vêtements et accessoires;Électronique;Produits de beauté et de soins personnels,Virement bancaire (application bancaire),Non,,Publicité en ligne,Toujours,Très important,Je me sens très en sécurité,Oui,,Très probable,Les achats en ligne sont bien meilleurs,Oui,Oui,Pas de changement,Oui
2023/02/21 4:21:56 pm GMT,Homme,33,Fès,Fès-Meknès,Employé(e),Bonne,Fréquemment,Vêtements et accessoires;Électronique,Carte bancaire,Oui,,Les réseaux sociaux,Toujours,Très important,Je me sens plutôt en sécurité,Oui,,Très probable,Les achats en ligne sont légèrement meilleurs,Oui,Oui,Augmenté,Oui
